19.95,44.729
20.1,44.988
20.24,45.229
20.39,45.484
20.54,45.738
20.68,45.973
20.83,46.224
20.98,46.472
21.13,46.718
21.29,46.98
21.44,47.222
21.6,47.48
21.75,47.719
21.91,47.973
22.07,48.224
22.23,48.474
22.39,48.722
22.55,48.968
22.71,49.212
22.88,49.47
23.04,49.711
23.21,49.965
23.37,50.202
23.54,50.452
23.71,50.701
23.88,50.947
24.06,51.206
24.23,51.449
24.41,51.704
24.58,51.944
24.76,52.195
24.94,52.445
25.12,52.693
25.3,52.939
25.48,53.183
25.67,53.439
25.85,53.679
26.04,53.931
26.23,54.181
26.42,54.429
26.61,54.676
26.8,54.92
26.99,55.163
27.19,55.417
27.38,55.656
27.58,55.905
27.78,56.153
27.98,56.399
28.18,56.643
28.39,56.898
28.59,57.138
28.8,57.389
29.01,57.637
29.22,57.884
29.43,58.129
29.64,58.372
29.85,58.613
30.07,58.864
30.29,59.112
30.51,59.359
30.73,59.604
30.95,59.847
31.17,60.088
31.4,60.338
31.62,60.575
31.85,60.822
32.08,61.066
32.31,61.308
32.55,61.559
32.78,61.798
33.02,62.045
33.26,62.29
33.5,62.533
33.74,62.774
33.98,63.013
34.23,63.26
34.47,63.495
34.72,63.738
34.97,63.98
35.23,64.228
35.48,64.466
35.74,64.71
36,64.953
36.26,65.194
36.52,65.432
36.78,65.669
37.05,65.913
37.31,66.146
37.58,66.385
37.86,66.632
38.13,66.867
38.4,67.101
38.68,67.341
38.96,67.579
39.24,67.816
39.53,68.058
39.81,68.29
40.1,68.528
40.39,68.764
40.68,68.998
40.97,69.23
41.27,69.468
41.57,69.703
41.87,69.937
42.17,70.168
42.47,70.397
42.78,70.632
43.09,70.865
43.4,71.095
43.71,71.323
44.03,71.556
44.35,71.787
44.67,72.016
44.99,72.243
45.32,72.474
45.64,72.697
45.97,72.924
46.3,73.148
46.64,73.378
46.98,73.604
47.32,73.829
47.66,74.051
48,74.271
48.35,74.495
48.7,74.717
49.05,74.937
49.4,75.154
49.76,75.375
50.12,75.593
50.48,75.809
50.85,76.029
51.21,76.241
51.58,76.455
51.95,76.668
52.33,76.884
52.71,77.097
53.09,77.308
53.47,77.516
53.86,77.727
54.25,77.936
54.64,78.142
55.03,78.346
55.43,78.552
55.83,78.756
56.23,78.957
56.64,79.161
57.05,79.362
57.46,79.56
57.88,79.761
58.29,79.954
58.72,80.154
59.14,80.347
59.57,80.541
60,80.733
60.43,80.922
60.87,81.113
61.31,81.302
61.75,81.487
62.19,81.67
62.64,81.854
63.1,82.04
63.55,82.219
64.01,82.399
64.47,82.576
64.94,82.754
65.41,82.93
65.88,83.102
66.36,83.276
66.83,83.443
67.32,83.615
67.8,83.78
68.29,83.946
68.79,84.112
69.28,84.273
69.78,84.433
70.29,84.594
70.79,84.749
71.31,84.908
71.82,85.061
72.34,85.213
72.86,85.363
73.39,85.513
73.92,85.661
74.45,85.805
74.99,85.949
75.53,86.091
76.08,86.232
76.63,86.37
77.18,86.506
77.74,86.642
78.3,86.774
78.86,86.904
79.43,87.034
80.01,87.163
80.58,87.287
81.17,87.412
81.75,87.533
82.34,87.653
82.94,87.773
83.54,87.89
84.14,88.004
84.75,88.118
85.36,88.229
85.98,88.339
86.6,88.446
87.22,88.551
87.85,88.656
88.49,88.759
89.13,88.86
89.77,88.958
90.42,89.055
91.07,89.15
91.73,89.244
92.39,89.336
93.06,89.427
93.73,89.515
94.41,89.602
95.09,89.687
95.77,89.77
96.47,89.852
97.16,89.932
97.86,90.01
98.57,90.088
99.28,90.163
100,90.237
100.7,90.307
101.4,90.375
102.2,90.45
102.9,90.514
103.7,90.585
104.4,90.645
105.2,90.712
105.9,90.769
106.7,90.831
107.5,90.892
108.2,90.944
109,91.001
109.8,91.056
110.6,91.109
111.4,91.16
112.2,91.21
113,91.258
113.8,91.304
114.7,91.354
115.5,91.397
116.3,91.439
117.2,91.483
118,91.521
118.9,91.563
119.7,91.598
120.6,91.636
121.4,91.668
122.3,91.703
123.2,91.737
124.1,91.768
125,91.799
125.9,91.827
126.8,91.855
127.7,91.881
128.6,91.905
129.6,91.931
130.5,91.953
131.4,91.973
132.4,91.994
133.4,92.014
134.3,92.031
135.3,92.048
136.3,92.063
137.2,92.076
138.2,92.089
139.2,92.1
140.2,92.111
141.3,92.121
142.3,92.128
143.3,92.135
144.3,92.14
145.4,92.144
146.4,92.147
147.5,92.149
148.6,92.15
149.6,92.149
150.7,92.147
151.8,92.144
152.9,92.139
154,92.134
155.1,92.127
156.2,92.119
157.4,92.11
158.5,92.1
159.6,92.089
160.8,92.076
161.9,92.063
163.1,92.047
164.3,92.031
165.5,92.014
166.7,91.995
167.9,91.976
169.1,91.956
170.3,91.935
171.5,91.913
172.8,91.888
174,91.865
175.3,91.838
176.6,91.811
177.8,91.786
179.1,91.757
180.4,91.728
181.7,91.699
183,91.669
184.3,91.638
185.7,91.605
187,91.573
188.4,91.539
189.7,91.507
191.1,91.472
192.5,91.437
193.9,91.402
195.3,91.367
196.7,91.331
198.1,91.296
199.5,91.26
201,91.222
202.4,91.187
203.9,91.149
205.4,91.112
206.8,91.077
208.3,91.04
209.8,91.004
211.3,90.968
212.9,90.93
214.4,90.894
216,90.857
